datetime,code,open,close,high,low,vol,amount
2017-03-28 10:40:00,000300,3468.56,3470.73,3471.06,3468.31,240645.84,2406461440.0
2017-03-28 10:35:00,000300,3472.24,3469.12,3472.24,3468.59,206779.3,2067795968.0
2017-03-28 10:30:00,000300,3471.37,3471.96,3472.69,3471.36,230754.04,2307543040.0
2017-03-28 10:25:00,000300,3468.75,3471.81,3471.81,3468.53,248242.32,2482425856.0
2017-03-28 10:20:00,000300,3472.32,3469.33,3472.91,3469.03,255508.2,2555084800.0
2017-03-28 10:15:00,000300,3475.05,3472.09,3475.05,3472.03,285672.36,2856726528.0
2017-03-28 10:10:00,000300,3478.57,3475.06,3478.75,3475.06,271980.64,2719809536.0
2017-03-28 10:05:00,000300,3480.79,3478.74,3481.37,3478.71,276987.0,2769872896.0
2017-03-28 10:00:00,000300,3480.59,3481.1,3482.05,3480.33,298476.36,2984766464.0
2017-03-28 09:55:00,000300,3476.85,3479.98,3480.47,3476.85,270883.28,2708835328.0
2017-03-28 09:50:00,000300,3476.76,3476.33,3477.62,3475.98,274418.7,2744189952.0
2017-03-28 09:45:00,000300,3473.96,3476.75,3476.76,3473.61,338418.96,3384192512.0
2017-03-28 09:40:00,000300,3477.64,3474.21,3478.3,3474.21,356494.44,3564947456.0
2017-03-28 09:35:00,000300,3480.25,3478.04,3480.25,3476.51,437037.76,4370380288.0
2017-03-27 15:00:00,000300,3478.05,3478.04,3478.37,3477.18,319996.44,3199967232.0
2017-03-27 14:55:00,000300,3478.61,3477.95,3478.85,3477.53,310307.76,3103080448.0
2017-03-27 14:50:00,000300,3481.42,3478.98,3481.72,3478.98,246640.36,2466406400.0
2017-03-27 14:45:00,000300,3480.96,3481.32,3482.0,3480.45,230538.12,2305384448.0
2017-03-27 14:40:00,000300,3480.11,3480.63,3481.0,3479.54,193819.16,1938194432.0
2017-03-27 14:35:00,000300,3476.63,3480.25,3480.25,3476.59,204286.08,2042863616.0
2017-03-27 14:30:00,000300,3475.86,3476.95,3476.95,3475.17,190293.28,1902936064.0
2017-03-27 14:25:00,000300,3476.68,3475.39,3476.68,3474.63,273815.68,2738159616.0
2017-03-27 14:20:00,000300,3481.78,3476.57,3481.78,3476.57,262222.32,2622226432.0
2017-03-27 14:15:00,000300,3480.58,3481.64,3481.78,3480.19,177598.98,1775992832.0
2017-03-27 14:10:00,000300,3481.4,3480.11,3481.58,3479.87,196769.92,1967702016.0
2017-03-27 14:05:00,000300,3484.02,3481.54,3484.02,3481.42,178878.6,1788788736.0
2017-03-27 14:00:00,000300,3484.21,3484.11,3484.97,3483.57,160775.11,1607753728.0
2017-03-27 13:55:00,000300,3482.55,3484.64,3485.28,3481.8,207813.6,2078138368.0
2017-03-27 13:50:00,000300,3481.65,3482.26,3482.7,3481.21,200924.08,2009243648.0
2017-03-27 13:45:00,000300,3484.53,3482.23,3484.53,3482.23,200074.56,2000748544.0
2017-03-27 13:40:00,000300,3489.17,3484.45,3489.17,3484.05,193684.88,1936850944.0
2017-03-27 13:35:00,000300,3490.1,3489.16,3490.5,3489.05,159832.16,1598324736.0
2017-03-27 13:30:00,000300,3488.05,3490.08,3490.22,3487.77,149950.17,1499504640.0
2017-03-27 13:25:00,000300,3486.4,3488.44,3488.54,3485.9,139074.52,1390747648.0
2017-03-27 13:20:00,000300,3485.07,3486.35,3486.46,3484.84,134551.65,1345519616.0
2017-03-27 13:15:00,000300,3486.91,3484.97,3486.91,3484.75,141472.29,1414725632.0
2017-03-27 13:10:00,000300,3489.22,3486.53,3489.43,3486.53,129356.34,1293565952.0
2017-03-27 13:05:00,000300,3488.84,3488.49,3489.23,3488.1,159771.53,1597718528.0
